Polar_angle_rad,Radius_A
0.0079610753521012,390.2640840011364
0.023667698195057808,388.4863294226785
0.039374321038014415,388.91593344423285
0.05508094388097101,391.0861324492522
0.07078756672392761,389.8968400600931
0.08649418956688422,388.2867863579121
0.10220081240984083,385.66539078100413
0.11790743525279743,383.3001541682207
0.13361405809575402,380.8518903070872
0.14932068093871062,378.70680621604515
0.16502730378166725,376.10809803233695
0.18073392662462384,373.7133974532175
0.19644054946758044,371.3142947090728
0.21214717231053706,369.450027255827
0.22785379515349366,367.2392391210406
0.24356041799645026,365.2192507836635
0.2592670408394068,363.9268051999333
0.2749736636823634,362.7925425147755
0.29068028652532,361.8158966877187
0.3063869093682766,361.011003910549
0.32209353221123327,360.2483570260982
0.33780015505418987,359.59556874123854
0.35350677789714646,359.04024271362965
0.36921340074010306,358.4887732013206
0.38492002358305966,358.04262909640295
0.40062664642601625,357.6852518256802
0.41633326926897285,357.3191188727202
0.4320398921119295,356.96553159689506
0.4477465149548861,356.69350155436683
0.4634531377978427,356.450485875453
0.4791597606407993,356.2514427930869
0.49486638348375594,356.09171208793003
0.5105730063267127,355.97472491496836
0.5262796291696692,355.8740283859688
0.5419862520126258,355.8005464382583
0.5576928748555824,355.7848057381089
0.573399497698539,355.69010171216036
0.5891061205414956,355.6517016152444
0.6048127433844522,355.6255207918451
0.6205193662274088,355.6133567295825
0.6362259890703654,355.598106284268
0.6519326119133221,355.60287999433297
0.6676392347562786,355.6446973834294
0.6833458575992353,355.6615175270498
0.6990524804421918,355.69864424759095
0.7147591032851485,355.754117354714
0.730465726128105,355.79231597039814
0.7461723489710617,355.82489357936356
0.7618789718140183,355.8929028099991
0.7775855946569749,355.9475982286327
0.7932922174999315,356.05572423829835
0.808998840342888,356.10021793013345
0.8247054631858447,356.19936038372003
0.8404120860288012,356.30190092045484
0.8561187088717579,356.38720158630554
0.8718253317147145,356.4701089211397
0.8875319545576711,356.5634508508446
0.9032385774006277,356.6735639986887
0.9189452002435843,356.77864956362845
0.9346518230865409,356.88844059006647
0.9503584459294975,356.98340914650987
0.9660650687724541,357.08442512846125
0.9817716916154107,357.18469423143733
0.9974783144583672,357.29012885933685
1.0131849373013238,357.3941433352054
1.0288915601442805,357.49603353194334
1.044598182987237,357.60353926099174
1.0603048058301936,357.68399135955053
1.0760114286731501,357.76271326636567
1.091718051516107,357.8796899120952
1.1074246743590634,358.0034122118231
1.12313129720202,358.08998865638574
1.1388379200449767,358.1892429962045
1.1545445428879333,358.2947756925776
1.1702511657308898,358.40903037184216
1.1859577885738464,358.4856929197264
1.2016644114168031,358.59337311326
1.2173710342597597,358.6872565712833
1.2330776571027162,358.78372801710987
1.2487842799456728,358.8604109148241
1.2644909027886295,358.9340053170351
1.280197525631586,359.0211289019965
1.2959041484745426,359.1065096202377
1.3116107713174994,359.17230775344825
1.327317394160456,359.2287579317467
1.3430240170034125,359.3031122669308
1.358730639846369,359.3639324619173
1.3744372626893258,359.4496005227592
1.3901438855322823,359.4773169828474
1.4058505083752388,359.55984748678077
1.4215571312181956,359.6167211272871
1.4372637540611521,359.6742373186666
1.4529703769041087,359.72166540208116
1.4686769997470652,359.77747433928175
1.484383622590022,359.81593495061907
1.5000902454329785,359.86313592056223
1.515796868275935,359.89355347693675
1.5315034911188918,359.91421420633304
1.5472101139618484,359.9673047008726
1.562916736804805,360.0079159310126
1.5786233596477615,360.02066870162463
1.5943299824907182,360.0596011984984
1.6100366053336748,360.1011115874874
1.6257432281766313,360.108653317825
1.641449851019588,360.154252828747
1.6571564738625446,360.1866350886511
1.6728630967055012,360.2017736532867
1.6885697195484577,360.22809612956434
1.7042763423914145,360.2671352903282
1.719982965234371,360.28878117295443
1.7356895880773275,360.29572473679514
1.7513962109202843,360.2815211302224
1.7671028337632408,360.2773538354544
1.7828094566061974,360.27064406769625
1.798516079449154,360.2879731699951
1.8142227022921107,360.2576452998701
1.8299293251350672,360.27061276549153
1.8456359479780238,360.24202360362665
1.8613425708209803,360.20128968522175
1.877049193663937,360.2049098998782
1.8927558165068936,360.1540386336061
1.9084624393498502,360.122747600235
1.924169062192807,360.08694137080266
1.9398756850357635,360.03182323394145
1.95558230787872,359.9995538378352
1.9712889307216765,359.9325650668388
1.9869955535646333,359.8757219260243
2.00270217640759,359.84455277628126
2.0184087992505466,359.77623289691604
2.034115422093503,359.73085594792343
2.0498220449364597,359.68254571163
2.0655286677794167,359.6239801325378
2.0812352906223732,359.52032617391257
2.0969419134653298,359.48131313470697
2.1126485363082863,359.40041550311804
2.128355159151243,359.3231781642586
2.1440617819941994,359.25111196336377
2.159768404837156,359.1836726669301
2.175475027680113,359.0966747941169
2.1911816505230695,359.00350935128176
2.206888273366026,358.91750542862053
2.2225948962089825,358.84522733116967
2.238301519051939,358.7399915327353
2.2540081418948956,358.66041413057377
2.269714764737852,358.56625539711007
2.285421387580809,358.468222510175
2.3011280104237657,358.3888901088712
2.3168346332667222,358.3037903028388
2.3325412561096788,358.20271034149994
2.3482478789526353,358.15144786891943
2.363954501795592,358.01091833734296
2.3796611246385484,357.9326017368792
2.3953677474815054,357.8055190455573
2.411074370324462,357.72499526711255
2.4267809931674185,357.64547468728534
2.442487616010375,357.5488879864136
2.4581942388533315,357.4392862857323
2.473900861696288,357.35060906501985
2.4896074845392446,357.26906621257274
2.505314107382201,357.2033791443805
2.521020730225158,357.12443249288185
2.5367273530681147,357.0450679754015
2.5524339759110712,356.95759111422643
2.568140598754028,356.88663734526443
2.5838472215969843,356.80980664804514
2.599553844439941,356.7689461562641
2.6152604672828974,356.66331187595125
2.6309670901258544,356.57247633654436
2.646673712968811,356.5256199453785
2.6623803358117675,356.4379444210183
2.678086958654724,356.3914709435359
2.6937935814976806,356.34078339971774
2.709500204340637,356.25651723035963
2.7252068271835936,356.2409186309036
2.7409134500265506,356.1745416938384
2.756620072869507,356.1259848351445
2.7723266957124637,356.08668866412074
2.7880333185554202,356.01110581512756
2.803739941398377,356.02481677780196
2.8194465642413333,355.99518419730623
2.83515318708429,355.9621872399998
2.850859809927247,355.96064768051804
2.8665664327702034,355.9047688634377
2.88227305561316,355.88023821493
2.8979796784561165,355.8628238648119
2.913686301299073,355.83962849143006
2.9293929241420296,355.7570929367229
2.945099546984986,355.77328417364976
2.960806169827943,355.737406752596
2.9765127926708996,355.722727067495
2.992219415513856,355.7307471624892
3.0079260383568127,355.61272261258483
3.0236326611997693,355.6104502302193
3.039339284042726,355.6122801102843
3.0550459068856823,355.5286875015952
3.0707525297286393,355.60465722400437
3.086459152571596,355.57458856277464
3.1021657754145524,355.5962776430063
3.117872398257509,355.5496870641202
3.1335790211004655,355.5896526002988
